category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
COMPARTMENTS	GOCC:0031967	29	788	9606	NDUFB4,TMEM97,COX5B,ACAD11,NDUFB10,SIGMAR1,NDUFC2,EXOG,LEMD2,NDUFS4,NIPSNAP2,SFXN1,TMEM11,TIMM22,SYNE3,TOR1A,NDUFAF4,NDUFS5,CISD1,DNAJC11,APOO,SLC25A12,RDH13,HTATIP2,SLC25A13,MRPS14,SMIM20,SLC25A10,POM121C	NDUFB4,TMEM97,COX5B,ACAD11,NDUFB10,SIGMAR1,NDUFC2,EXOG,LEMD2,NDUFS4,GBAS,SFXN1,TMEM11,TIMM22,SYNE3,TOR1A,NDUFAF4,NDUFS5,CISD1,DNAJC11,APOO,SLC25A12,RDH13,HTATIP2,SLC25A13,MRPS14,SMIM20,SLC25A10,POM121C	2.25e-16	5.19e-13	Organelle envelope
COMPARTMENTS	GOCC:0005743	19	314	9606	NDUFB4,COX5B,ACAD11,NDUFB10,NDUFC2,EXOG,NDUFS4,SFXN1,TMEM11,TIMM22,NDUFAF4,NDUFS5,DNAJC11,APOO,SLC25A12,RDH13,SLC25A13,SMIM20,SLC25A10	NDUFB4,COX5B,ACAD11,NDUFB10,NDUFC2,EXOG,NDUFS4,SFXN1,TMEM11,TIMM22,NDUFAF4,NDUFS5,DNAJC11,APOO,SLC25A12,RDH13,SLC25A13,SMIM20,SLC25A10	1.56e-14	7.94e-12	Mitochondrial inner membrane
COMPARTMENTS	GOCC:0019866	20	357	9606	NDUFB4,COX5B,ACAD11,NDUFB10,NDUFC2,EXOG,LEMD2,NDUFS4,SFXN1,TMEM11,TIMM22,NDUFAF4,NDUFS5,DNAJC11,APOO,SLC25A12,RDH13,SLC25A13,SMIM20,SLC25A10	NDUFB4,COX5B,ACAD11,NDUFB10,NDUFC2,EXOG,LEMD2,NDUFS4,SFXN1,TMEM11,TIMM22,NDUFAF4,NDUFS5,DNAJC11,APOO,SLC25A12,RDH13,SLC25A13,SMIM20,SLC25A10	1.17e-14	7.94e-12	Organelle inner membrane
COMPARTMENTS	GOCC:0043227	86	8685	9606	CD74,NDUFB4,ACOT8,SFXN3,TMEM97,NMI,SERPINF1,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,ICAM1,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,F2,NIPSNAP2,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,CFH,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	CD74,NDUFB4,ACOT8,SFXN3,TMEM97,NMI,SERPINF1,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,ICAM1,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,F2,GBAS,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,CFH,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	1.03e-14	7.94e-12	Membrane-bounded organelle
COMPARTMENTS	GOCC:0043231	79	7476	9606	CD74,NDUFB4,ACOT8,SFXN3,TMEM97,NMI,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,SAMHD1,ACAD11,TAPBPL,NDUFB10,SIGMAR1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,F2,NIPSNAP2,WDR75,SFXN1,TMEM11,TIMM22,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	CD74,NDUFB4,ACOT8,SFXN3,TMEM97,NMI,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,SAMHD1,ACAD11,TAPBPL,NDUFB10,SIGMAR1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,F2,GBAS,WDR75,SFXN1,TMEM11,TIMM22,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	3.87e-14	1.49e-11	Intracellular membrane-bounded organelle
COMPARTMENTS	GOCC:0031966	21	461	9606	NDUFB4,COX5B,ACAD11,NDUFB10,NDUFC2,EXOG,NDUFS4,NIPSNAP2,SFXN1,TMEM11,TIMM22,NDUFAF4,NDUFS5,CISD1,DNAJC11,APOO,SLC25A12,RDH13,SLC25A13,SMIM20,SLC25A10	NDUFB4,COX5B,ACAD11,NDUFB10,NDUFC2,EXOG,NDUFS4,GBAS,SFXN1,TMEM11,TIMM22,NDUFAF4,NDUFS5,CISD1,DNAJC11,APOO,SLC25A12,RDH13,SLC25A13,SMIM20,SLC25A10	1.12e-13	3.41e-11	Mitochondrial membrane
COMPARTMENTS	GOCC:0043226	90	9848	9606	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,SERPINF1,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,OSBPL5,ICAM1,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,DYNLRB2,F2,NIPSNAP2,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,CFH,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,SERPINF1,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,OSBPL5,ICAM1,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,DYNLRB2,F2,GBAS,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,CFH,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	1.03e-13	3.41e-11	Organelle
COMPARTMENTS	GOCC:0043229	86	9242	9606	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,DYNLRB2,F2,NIPSNAP2,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	CD74,NDUFB4,APOBEC3D,ACOT8,SFXN3,TMEM97,NMI,NIP7,SP110,COX5B,IMP4,MRPS18B,UTP6,LGALS3BP,SAMHD1,ANXA3,ACAD11,TAPBPL,NDUFB10,SIGMAR1,SERPING1,NDUFC2,SMARCA5,EXOG,NCOA5,LEMD2,NDUFS4,DCAF13,SLC27A4,UBTF,DYNLRB2,F2,GBAS,WDR75,SFXN1,TMEM11,TIMM22,HBA1,MRPL54,TMEM179B,SYNE3,TOR1A,SLC17A5,ITIH2,MAK16,TGM2,SOAT1,F5,CTSS,NDUFAF4,GBP5,GBP2,GBP1,SMARCA1,IFIT3,IFIT2,NDUFS5,CISD1,BMS1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,NGDN,CEBPD,IFITM1,SLC25A12,RDH13,HTATIP2,TOP2B,HLA-B,SLC25A13,NOP14,CDS2,MRPS14,SMIM20,IDO1,MRPL22,SLC25A10,BOP1,RNF213,MBD1,HIST1H4A,POM121C,DDX27	7.57e-13	1.75e-10	Intracellular organelle
COMPARTMENTS	GOCC:0005739	29	1149	9606	NDUFB4,SFXN3,COX5B,MRPS18B,ACAD11,NDUFB10,NDUFC2,EXOG,NDUFS4,NIPSNAP2,SFXN1,TMEM11,TIMM22,MRPL54,TGM2,NDUFAF4,IFIT3,NDUFS5,CISD1,DNAJC11,APOO,NGDN,SLC25A12,RDH13,SLC25A13,MRPS14,SMIM20,MRPL22,SLC25A10	NDUFB4,SFXN3,COX5B,MRPS18B,ACAD11,NDUFB10,NDUFC2,EXOG,NDUFS4,GBAS,SFXN1,TMEM11,TIMM22,MRPL54,TGM2,NDUFAF4,IFIT3,NDUFS5,CISD1,DNAJC11,APOO,NGDN,SLC25A12,RDH13,SLC25A13,MRPS14,SMIM20,MRPL22,SLC25A10	2.55e-12	5.35e-10	Mitochondrion
COMPARTMENTS	GOCC:0031090	39	2219	9606	CD74,NDUFB4,TMEM97,COX5B,ANXA3,ACAD11,NDUFB10,NDUFC2,EXOG,LEMD2,NDUFS4,SLC27A4,NIPSNAP2,SFXN1,TMEM11,TIMM22,TMEM179B,SYNE3,TOR1A,SLC17A5,SOAT1,F5,NDUFAF4,GBP1,NDUFS5,CISD1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,IFITM1,SLC25A12,RDH13,HLA-B,SLC25A13,MRPS14,SMIM20,SLC25A10	CD74,NDUFB4,TMEM97,COX5B,ANXA3,ACAD11,NDUFB10,NDUFC2,EXOG,LEMD2,NDUFS4,SLC27A4,GBAS,SFXN1,TMEM11,TIMM22,TMEM179B,SYNE3,TOR1A,SLC17A5,SOAT1,F5,NDUFAF4,GBP1,NDUFS5,CISD1,TAP2,HLA-C,DNAJC11,APOO,TMEM87A,IFITM1,SLC25A12,RDH13,HLA-B,SLC25A13,MRPS14,SMIM20,SLC25A10	1.01e-11	1.94e-09	Organelle membrane
