category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
COMPARTMENTS	GOCC:0005737	43	7871	9606	YBX3,OAS3,NMI,NDUFA10,RYDEN,SQOR,UBE2L6,ERAP1,NLRP6,TYMS,NAPG,MX2,RAP1GDS1,OAS2,TAP1,PARP9,STAT1,PTGS2,TPM3,DPP7,IFIT1,IFIT3,IFIT2,TAP2,ATG2A,RTN3,ISG15,ASPH,DDX58,SAMD9,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,PARP14,MRPS14,PALLD,EIF4G2,AIFM2	YBX3,OAS3,NMI,NDUFA10,C19orf66,SQRDL,UBE2L6,ERAP1,NLRP6,TYMS,NAPG,MX2,RAP1GDS1,OAS2,TAP1,PARP9,STAT1,PTGS2,TPM3,DPP7,IFIT1,IFIT3,IFIT2,TAP2,ATG2A,RTN3,ISG15,ASPH,DDX58,SAMD9,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,PARP14,MRPS14,PALLD,EIF4G2,AIFM2	8.46e-07	0.002	Cytoplasm
COMPARTMENTS	GOCC:0005829	24	2919	9606	YBX3,OAS3,NMI,UBE2L6,ERAP1,NLRP6,TYMS,MX2,RAP1GDS1,STAT1,TPM3,IFIT1,IFIT3,ISG15,DDX58,SAMD9,SYNPO,MX1,OAS1,IFI35,PARP14,PALLD,EIF4G2,AIFM2	YBX3,OAS3,NMI,UBE2L6,ERAP1,NLRP6,TYMS,MX2,RAP1GDS1,STAT1,TPM3,IFIT1,IFIT3,ISG15,DDX58,SAMD9,SYNPO,MX1,OAS1,IFI35,PARP14,PALLD,EIF4G2,AIFM2	2.21e-06	0.0026	Cytosol
COMPARTMENTS	GOCC:0110165	57	13853	9606	YBX3,OAS3,NMI,DSTN,NDUFA10,RYDEN,IPO8,SP110,SQOR,SAMHD1,CAPN5,UBE2L6,IGFBP7,ITGA2,ERAP1,NLRP6,TYMS,NAPG,HNRNPM,SLC41A3,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,TPM3,DPP7,IFIT1,IFIT3,IFIT2,TAP2,ATG2A,RTN3,ISG15,ASPH,DDX58,SAMD9,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,HELZ2,PARP14,PTK7,MRPS14,PALLD,EIF4G2,LIN7A,AIFM2	YBX3,OAS3,NMI,DSTN,NDUFA10,C19orf66,IPO8,SP110,SQRDL,SAMHD1,CAPN5,UBE2L6,IGFBP7,ITGA2,ERAP1,NLRP6,TYMS,NAPG,HNRNPM,SLC41A3,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,TPM3,DPP7,IFIT1,IFIT3,IFIT2,TAP2,ATG2A,RTN3,ISG15,ASPH,DDX58,SAMD9,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,HELZ2,PARP14,PTK7,MRPS14,PALLD,EIF4G2,LIN7A,AIFM2	2.82e-06	0.0026	Cellular anatomical entity
COMPARTMENTS	GOCC:0005622	50	11202	9606	YBX3,OAS3,NMI,NDUFA10,RYDEN,IPO8,SP110,SQOR,SAMHD1,UBE2L6,ERAP1,NLRP6,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,TPM3,DPP7,IFIT1,IFIT3,IFIT2,TAP2,ATG2A,RTN3,ISG15,ASPH,DDX58,SAMD9,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,HELZ2,PARP14,MRPS14,PALLD,EIF4G2,AIFM2	YBX3,OAS3,NMI,NDUFA10,C19orf66,IPO8,SP110,SQRDL,SAMHD1,UBE2L6,ERAP1,NLRP6,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,TPM3,DPP7,IFIT1,IFIT3,IFIT2,TAP2,ATG2A,RTN3,ISG15,ASPH,DDX58,SAMD9,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,HELZ2,PARP14,MRPS14,PALLD,EIF4G2,AIFM2	1.64e-05	0.0095	Intracellular
COMPARTMENTS	GOCC:0043231	39	7476	9606	YBX3,OAS3,NMI,NDUFA10,RYDEN,IPO8,SP110,SQOR,SAMHD1,ERAP1,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,DPP7,IFIT3,IFIT2,TAP2,RTN3,ISG15,ASPH,TRIM22,STT3A,SIL1,MX1,IFITM3,IFI35,HELZ2,MRPS14,PALLD,AIFM2	YBX3,OAS3,NMI,NDUFA10,C19orf66,IPO8,SP110,SQRDL,SAMHD1,ERAP1,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,DPP7,IFIT3,IFIT2,TAP2,RTN3,ISG15,ASPH,TRIM22,STT3A,SIL1,MX1,IFITM3,IFI35,HELZ2,MRPS14,PALLD,AIFM2	2.47e-05	0.0114	Intracellular membrane-bounded organelle
COMPARTMENTS	GOCC:0043227	42	8685	9606	YBX3,OAS3,NMI,NDUFA10,RYDEN,IPO8,SP110,SQOR,SAMHD1,CAPN5,ERAP1,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,DPP7,IFIT3,IFIT2,TAP2,RTN3,ISG15,ASPH,DDX58,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,IFI35,HELZ2,MRPS14,PALLD,AIFM2	YBX3,OAS3,NMI,NDUFA10,C19orf66,IPO8,SP110,SQRDL,SAMHD1,CAPN5,ERAP1,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,DPP7,IFIT3,IFIT2,TAP2,RTN3,ISG15,ASPH,DDX58,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,IFI35,HELZ2,MRPS14,PALLD,AIFM2	5.56e-05	0.0214	Membrane-bounded organelle
COMPARTMENTS	GOCC:0042825	2	3	9606	TAP1,TAP2	TAP1,TAP2	9.14e-05	0.0279	TAP complex
COMPARTMENTS	GOCC:0043226	45	9848	9606	YBX3,OAS3,NMI,DSTN,NDUFA10,RYDEN,IPO8,SP110,SQOR,SAMHD1,CAPN5,ERAP1,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,TPM3,DPP7,IFIT3,IFIT2,TAP2,RTN3,ISG15,ASPH,DDX58,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,HELZ2,MRPS14,PALLD,AIFM2	YBX3,OAS3,NMI,DSTN,NDUFA10,C19orf66,IPO8,SP110,SQRDL,SAMHD1,CAPN5,ERAP1,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,TPM3,DPP7,IFIT3,IFIT2,TAP2,RTN3,ISG15,ASPH,DDX58,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,HELZ2,MRPS14,PALLD,AIFM2	8.44e-05	0.0279	Organelle
COMPARTMENTS	GOCC:0043229	43	9242	9606	YBX3,OAS3,NMI,NDUFA10,RYDEN,IPO8,SP110,SQOR,SAMHD1,ERAP1,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,TPM3,DPP7,IFIT3,IFIT2,TAP2,RTN3,ISG15,ASPH,DDX58,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,HELZ2,MRPS14,PALLD,AIFM2	YBX3,OAS3,NMI,NDUFA10,C19orf66,IPO8,SP110,SQRDL,SAMHD1,ERAP1,TYMS,NAPG,HNRNPM,PHF6,MX2,RAP1GDS1,OAS2,TAP1,PARP9,UBA3,STAT1,PTGS2,TPM3,DPP7,IFIT3,IFIT2,TAP2,RTN3,ISG15,ASPH,DDX58,TRIM22,STT3A,SYNPO,SIL1,MX1,IFITM3,OAS1,IFI35,HELZ2,MRPS14,PALLD,AIFM2	0.00011	0.0286	Intracellular organelle
COMPARTMENTS	GOCC:0005783	10	825	9606	ERAP1,RAP1GDS1,TAP1,PTGS2,IFIT2,TAP2,RTN3,ASPH,STT3A,SIL1	ERAP1,RAP1GDS1,TAP1,PTGS2,IFIT2,TAP2,RTN3,ASPH,STT3A,SIL1	0.0002	0.0441	Endoplasmic reticulum
