	category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	enrichment	metric
48	Process	GO:0044085	38	2583	9606	CD74,NDUFB4,NIP7,IMP4,UTP6,SAMHD1,TAPBPL,NDUFB10,SIGMAR1,NDUFC2,SMARCA5,NDUFS4,DCAF13,UBTF,DYNLRB2,WDR75,FBLN5,MAK16,RRP15,SOAT1,F5,NDUFAF4,GBP5,SMARCA1,NDUFS5,BMS1,EPHB2,NGDN,NOP14,PLXNB2,CDS2,SMIM20,MRPL22,BOP1,RNF213,MBD1,HIST1H4A,DDX27	CD74,NDUFB4,NIP7,IMP4,UTP6,SAMHD1,TAPBPL,NDUFB10,SIGMAR1,NDUFC2,SMARCA5,NDUFS4,DCAF13,UBTF,DYNLRB2,WDR75,FBLN5,MAK16,RRP15,SOAT1,F5,NDUFAF4,GBP5,SMARCA1,NDUFS5,BMS1,EPHB2,NGDN,NOP14,PLXNB2,CDS2,SMIM20,MRPL22,BOP1,RNF213,MBD1,HIST1H4A,DDX27	3.46e-09	4.44e-05	Cellular component biogenesis	4.35261702988538	0.015370846060436505	0.06690340632640253
49	Process	GO:0042254	13	292	9606	NIP7,IMP4,UTP6,DCAF13,WDR75,MAK16,RRP15,BMS1,NGDN,NOP14,MRPL22,BOP1,DDX27	NIP7,IMP4,UTP6,DCAF13,WDR75,MAK16,RRP15,BMS1,NGDN,NOP14,MRPL22,BOP1,DDX27	1.02e-08	6.52e-05	Ribosome biogenesis	4.185752404268079	0.496272156475362	2.077272372138051
50	Process	GO:0006364	11	212	9606	IMP4,UTP6,DCAF13,WDR75,MAK16,RRP15,BMS1,NGDN,NOP14,BOP1,DDX27	IMP4,UTP6,DCAF13,WDR75,MAK16,RRP15,BMS1,NGDN,NOP14,BOP1,DDX27	3.36e-08	0.00014	rRNA processing	3.853871964321762	0.562768479846417	2.168837666884083
51	Process	GO:0071840	57	5633	9606	CD74,NDUFB4,ACOT8,NIP7,IMP4,MRPS18B,UTP6,SAMHD1,ICAM1,TAPBPL,NDUFB10,SIGMAR1,NDUFC2,SMARCA5,EXOG,LEMD2,NDUFS4,DCAF13,UBTF,DYNLRB2,NIPSNAP2,WDR75,TMEM11,TIMM22,MRPL54,SYNE3,FBLN5,TOR1A,MAK16,RRP15,SOAT1,F5,CTSS,NDUFAF4,GBP5,SMARCA1,IFIT2,NDUFS5,BMS1,EPHB2,TAP2,DNAJC11,APOO,NGDN,TOP2B,TMED4,NOP14,PLXNB2,CDS2,MRPS14,SMIM20,MRPL22,BOP1,RNF213,MBD1,HIST1H4A,DDX27	CD74,NDUFB4,ACOT8,NIP7,IMP4,MRPS18B,UTP6,SAMHD1,ICAM1,TAPBPL,NDUFB10,SIGMAR1,NDUFC2,SMARCA5,EXOG,LEMD2,NDUFS4,DCAF13,UBTF,DYNLRB2,GBAS,WDR75,TMEM11,TIMM22,MRPL54,SYNE3,FBLN5,TOR1A,MAK16,RRP15,SOAT1,F5,CTSS,NDUFAF4,GBP5,SMARCA1,IFIT2,NDUFS5,BMS1,EPHB2,TAP2,DNAJC11,APOO,NGDN,TOP2B,TMED4,NOP14,PLXNB2,CDS2,MRPS14,SMIM20,MRPL22,BOP1,RNF213,MBD1,HIST1H4A,DDX27	6.85e-08	0.00018	Cellular component organization or biogenesis	3.744727494896694	-0.14715323994591586	-0.5510487835886017
52	Process	GO:0060337	7	67	9606	SAMHD1,GBP2,IFIT3,IFIT2,HLA-C,IFITM1,HLA-B	SAMHD1,GBP2,IFIT3,IFIT2,HLA-C,IFITM1,HLA-B	1.44e-07	0.00031	Type i interferon signaling pathway	3.5086383061657274	0.866734892930374	3.0410592466259603
53	Process	GO:0022904	8	107	9606	NDUFB4,COX5B,NDUFB10,NDUFC2,NDUFS4,NDUFS5,SLC25A12,SLC25A13	NDUFB4,COX5B,NDUFB10,NDUFC2,NDUFS4,NDUFS5,SLC25A12,SLC25A13	2e-07	0.00032	Respiratory electron transport chain	3.494850021680094	0.7214178649236775	2.521247240868922
54	Process	GO:0002252	20	969	9606	CD74,APOBEC3D,BTN3A3,SAMHD1,ICAM1,ANXA3,SERPING1,NDUFC2,CXCL10,F2,TMEM179B,CFH,CTSS,GBP1,IFIT3,IFIT2,HLA-C,C1S,IFITM1,HLA-B	CD74,APOBEC3D,BTN3A3,SAMHD1,ICAM1,ANXA3,SERPING1,NDUFC2,CXCL10,F2,TMEM179B,CFH,CTSS,GBP1,IFIT3,IFIT2,HLA-C,C1S,IFITM1,HLA-B	2.79e-07	0.00036	Immune effector process	3.4436974992327127	0.16241787423015935	0.559318027317093
55	Process	GO:0022900	9	174	9606	NDUFB4,COX5B,NDUFB10,NDUFC2,NDUFS4,NDUFS5,SLC25A12,SLC25A13,IDO1	NDUFB4,COX5B,NDUFB10,NDUFC2,NDUFS4,NDUFS5,SLC25A12,SLC25A13,IDO1	6.48e-07	0.00075	Electron transport chain	3.1249387366083	0.5614049167736688	1.7543559713483963
56	Process	GO:0007005	13	452	9606	NDUFB4,NDUFB10,NDUFC2,NDUFS4,NIPSNAP2,TMEM11,TIMM22,NDUFAF4,IFIT2,NDUFS5,DNAJC11,APOO,SMIM20	NDUFB4,NDUFB10,NDUFC2,NDUFS4,GBAS,TMEM11,TIMM22,NDUFAF4,IFIT2,NDUFS5,DNAJC11,APOO,SMIM20	1.31e-06	0.0013	Mitochondrion organization	2.886056647693163	0.3065165731123982	0.8846241934591643
57	Process	GO:0098542	18	900	9606	APOBEC3D,NMI,SAMHD1,ICAM1,ANXA3,SERPING1,CXCL10,F2,CFH,GBP5,GBP2,GBP1,IFIT3,IFIT2,HLA-C,C1S,IFITM1,HLA-B	APOBEC3D,NMI,SAMHD1,ICAM1,ANXA3,SERPING1,CXCL10,F2,CFH,GBP5,GBP2,GBP1,IFIT3,IFIT2,HLA-C,C1S,IFITM1,HLA-B	1.86e-06	0.0017	Defense response to other organism	2.769551078621726	0.1487416512809247	0.4119476007410616
