category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
COMPARTMENTS	GOCC:0005622	33	11202	9606	CLDN11,OAS3,GMPR,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,RAB4A,GNAI3,CETN2,IFIT1,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPART,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,CLUH,RNF213,BCL2L13	CLDN11,OAS3,GMPR,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,RAB4A,GNAI3,CETN2,IFIT1,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPG20,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,CLUH,RNF213,BCL2L13	6.5e-06	0.015	Intracellular
COMPARTMENTS	GOCC:0043226	31	9848	9606	CLDN11,OAS3,CD97,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,RAB4A,GNAI3,CETN2,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPART,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,RNF213,BCL2L13	CLDN11,OAS3,CD97,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,RAB4A,GNAI3,CETN2,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPG20,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,RNF213,BCL2L13	7.82e-06	0.015	Organelle
COMPARTMENTS	GOCC:0043227	29	8685	9606	OAS3,CD97,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,RAB4A,CETN2,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPART,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,RNF213,BCL2L13	OAS3,CD97,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,RAB4A,CETN2,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPG20,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,RNF213,BCL2L13	1.01e-05	0.015	Membrane-bounded organelle
COMPARTMENTS	GOCC:0043229	30	9242	9606	CLDN11,OAS3,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,RAB4A,GNAI3,CETN2,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPART,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,RNF213,BCL2L13	CLDN11,OAS3,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,RAB4A,GNAI3,CETN2,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPG20,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,RNF213,BCL2L13	8.68e-06	0.015	Intracellular organelle
COMPARTMENTS	GOCC:0043231	26	7476	9606	OAS3,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,CETN2,IFIT3,IFIT2,RCC1,TAP2,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPART,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,RNF213,BCL2L13	OAS3,SPAG9,SAMHD1,SNRNP40,NSUN5,MX2,OAS2,DARS2,CETN2,IFIT3,IFIT2,RCC1,TAP2,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPG20,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,RNF213,BCL2L13	3.69e-05	0.017	Intracellular membrane-bounded organelle
COMPARTMENTS	GOCC:0098844	2	5	9606	MX2,MX1	MX2,MX1	6.85e-05	0.0247	Postsynaptic endocytic zone membrane
COMPARTMENTS	GOCC:0110165	35	13853	9606	CLDN11,OAS3,CD97,NECTIN2,SPAG9,SAMHD1,SNRNP40,NSUN5,FBLN1,MX2,OAS2,DARS2,RAB4A,GNAI3,CETN2,IFIT1,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPART,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,CLUH,RNF213,BCL2L13	CLDN11,OAS3,CD97,PVRL2,SPAG9,SAMHD1,SNRNP40,NSUN5,FBLN1,MX2,OAS2,DARS2,RAB4A,GNAI3,CETN2,IFIT1,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPG20,ZC3H18,EBP,GOLIM4,HELZ2,LAMTOR3,CLUH,RNF213,BCL2L13	6.4e-05	0.0247	Cellular anatomical entity
COMPARTMENTS	GOCC:0005737	26	7871	9606	CLDN11,OAS3,SPAG9,MX2,OAS2,DARS2,RAB4A,GNAI3,IFIT1,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPART,EBP,GOLIM4,LAMTOR3,CLUH,RNF213,BCL2L13	CLDN11,OAS3,SPAG9,MX2,OAS2,DARS2,RAB4A,GNAI3,IFIT1,IFIT3,IFIT2,RCC1,TAP2,DDX58,IDI1,HLA-A,MX1,HLA-B,PNPT1,SPG20,EBP,GOLIM4,LAMTOR3,CLUH,RNF213,BCL2L13	0.0001	0.0298	Cytoplasm
COMPARTMENTS	GOCC:0030670	3	48	9606	TAP2,HLA-A,HLA-B	TAP2,HLA-A,HLA-B	0.00011	0.0298	Phagocytic vesicle membrane
COMPARTMENTS	GOCC:0044327	2	7	9606	MX2,MX1	MX2,MX1	0.00012	0.0298	Dendritic spine head
COMPARTMENTS	GOCC:0042612	2	8	9606	HLA-A,HLA-B	HLA-A,HLA-B	0.00015	0.0307	MHC class I protein complex
COMPARTMENTS	GOCC:0042824	2	9	9606	TAP2,HLA-A	TAP2,HLA-A	0.00018	0.0344	MHC class I peptide loading complex
COMPARTMENTS	GOCC:0005635	5	296	9606	MX2,CETN2,RCC1,MX1,EBP	MX2,CETN2,RCC1,MX1,EBP	0.00021	0.0348	Nuclear envelope
Process	GO:0060337	10	67	9606	OAS3,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,HLA-A,MX1,HLA-B	OAS3,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,HLA-A,MX1,HLA-B	1.12e-16	1.43e-12	Type i interferon signaling pathway
Process	GO:0051607	9	210	9606	OAS3,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,DDX58,MX1	OAS3,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,DDX58,MX1	1.67e-10	5.36e-07	Defense response to virus
Process	GO:0002252	13	969	9606	OAS3,CD97,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,DDX58,HLA-A,MX1,HLA-B,LAMTOR3	OAS3,CD97,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,DDX58,HLA-A,MX1,HLA-B,LAMTOR3	9.12e-09	1.95e-05	Immune effector process
Process	GO:0045087	11	703	9606	OAS3,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,DDX58,HLA-A,MX1,HLA-B	OAS3,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,DDX58,HLA-A,MX1,HLA-B	3.63e-08	6.66e-05	Innate immune response
Process	GO:0006955	14	1588	9606	OAS3,CD97,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,TAP2,DDX58,HLA-A,MX1,HLA-B,LAMTOR3	OAS3,CD97,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,TAP2,DDX58,HLA-A,MX1,HLA-B,LAMTOR3	3.81e-07	0.00054	Immune response
Process	GO:0044419	15	1899	9606	OAS3,NECTIN2,SAMHD1,FBLN1,MX2,OAS2,IFIT1,IFIT3,IFIT2,RCC1,TAP2,DDX58,HLA-A,MX1,HLA-B	OAS3,PVRL2,SAMHD1,FBLN1,MX2,OAS2,IFIT1,IFIT3,IFIT2,RCC1,TAP2,DDX58,HLA-A,MX1,HLA-B	5.05e-07	0.00059	Interspecies interaction between organisms
Process	GO:0071345	11	1013	9606	OAS3,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,HLA-A,MX1,HLA-B,PNPT1	OAS3,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,HLA-A,MX1,HLA-B,PNPT1	1.35e-06	0.0014	Cellular response to cytokine stimulus
Process	GO:0019885	3	10	9606	TAP2,HLA-A,HLA-B	TAP2,HLA-A,HLA-B	1.61e-06	0.0016	Antigen processing and presentation of endogenous peptide antigen via mhc class i
Process	GO:0048525	5	105	9606	OAS3,FBLN1,OAS2,IFIT1,MX1	OAS3,FBLN1,OAS2,IFIT1,MX1	1.67e-06	0.0016	Negative regulation of viral process
Process	GO:0006952	12	1296	9606	OAS3,CD97,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,DDX58,HLA-A,MX1,HLA-B	OAS3,CD97,SAMHD1,MX2,OAS2,IFIT1,IFIT3,IFIT2,DDX58,HLA-A,MX1,HLA-B	2.06e-06	0.0018	Defense response
Process	GO:0050792	6	215	9606	OAS3,NECTIN2,FBLN1,OAS2,IFIT1,MX1	OAS3,PVRL2,FBLN1,OAS2,IFIT1,MX1	2.82e-06	0.0023	Regulation of viral process
Process	GO:0045071	4	61	9606	OAS3,OAS2,IFIT1,MX1	OAS3,OAS2,IFIT1,MX1	5.99e-06	0.0038	Negative regulation of viral genome replication
Process	GO:0061025	5	136	9606	NECTIN2,MX2,GNAI3,TAP2,MX1	PVRL2,MX2,GNAI3,TAP2,MX1	5.65e-06	0.0038	Membrane fusion
Process	GO:0016032	9	776	9606	NECTIN2,SAMHD1,FBLN1,IFIT1,RCC1,TAP2,DDX58,HLA-A,HLA-B	PVRL2,SAMHD1,FBLN1,IFIT1,RCC1,TAP2,DDX58,HLA-A,HLA-B	9e-06	0.0053	Viral process
Process	GO:0060333	4	70	9606	OAS3,OAS2,HLA-A,HLA-B	OAS3,OAS2,HLA-A,HLA-B	1.01e-05	0.0055	Interferon-gamma-mediated signaling pathway
Process	GO:1903900	5	153	9606	OAS3,NECTIN2,OAS2,IFIT1,MX1	OAS3,PVRL2,OAS2,IFIT1,MX1	9.84e-06	0.0055	Regulation of viral life cycle
Process	GO:0002376	15	2481	9606	OAS3,CD97,SAMHD1,MX2,OAS2,RAB4A,IFIT1,IFIT3,IFIT2,TAP2,DDX58,HLA-A,MX1,HLA-B,LAMTOR3	OAS3,CD97,SAMHD1,MX2,OAS2,RAB4A,IFIT1,IFIT3,IFIT2,TAP2,DDX58,HLA-A,MX1,HLA-B,LAMTOR3	1.44e-05	0.0066	Immune system process
Process	GO:0035455	3	23	9606	MX2,IFIT3,IFIT2	MX2,IFIT3,IFIT2	1.44e-05	0.0066	Response to interferon-alpha
Process	GO:0001916	3	25	9606	NECTIN2,HLA-A,HLA-B	PVRL2,HLA-A,HLA-B	1.81e-05	0.0077	Positive regulation of t cell mediated cytotoxicity
