category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
COMPARTMENTS	GOCC:0043227	28	8685	9606	CRY1,ACOT8,CD82,NMI,RYDEN,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	CRY1,ACOT8,CD82,NMI,C19orf66,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	1.14e-07	0.00026	Membrane-bounded organelle
COMPARTMENTS	GOCC:0043226	29	9848	9606	CRY1,ACOT8,CD82,RIF1,NMI,RYDEN,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	CRY1,ACOT8,CD82,RIF1,NMI,C19orf66,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	2.82e-07	0.00033	Organelle
COMPARTMENTS	GOCC:0005737	26	7871	9606	ACOT8,NMI,RYDEN,NIP7,LGALS3BP,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT1,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	ACOT8,NMI,C19orf66,NIP7,LGALS3BP,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT1,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	7.86e-07	0.00043	Cytoplasm
COMPARTMENTS	GOCC:0005740	8	495	9606	NDUFB10,NDUFC2,EXOG,TMEM11,SLC25A12,RDH13,PNPT1,SLC25A10	NDUFB10,NDUFC2,EXOG,TMEM11,SLC25A12,RDH13,PNPT1,SLC25A10	8.36e-07	0.00043	Mitochondrial envelope
COMPARTMENTS	GOCC:0005743	7	314	9606	NDUFB10,NDUFC2,EXOG,TMEM11,SLC25A12,RDH13,SLC25A10	NDUFB10,NDUFC2,EXOG,TMEM11,SLC25A12,RDH13,SLC25A10	5.56e-07	0.00043	Mitochondrial inner membrane
COMPARTMENTS	GOCC:0043229	28	9242	9606	CRY1,ACOT8,RIF1,NMI,RYDEN,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	CRY1,ACOT8,RIF1,NMI,C19orf66,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	5.6e-07	0.00043	Intracellular organelle
COMPARTMENTS	GOCC:0043231	25	7476	9606	CRY1,ACOT8,NMI,RYDEN,NIP7,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT3,IFIT2,TAP2,HLA-C,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	CRY1,ACOT8,NMI,C19orf66,NIP7,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT3,IFIT2,TAP2,HLA-C,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	1.74e-06	0.0005	Intracellular membrane-bounded organelle
COMPARTMENTS	GOCC:0031967	9	788	9606	NDUFB10,NDUFC2,EXOG,TMEM11,TOR1A,SLC25A12,RDH13,PNPT1,SLC25A10	NDUFB10,NDUFC2,EXOG,TMEM11,TOR1A,SLC25A12,RDH13,PNPT1,SLC25A10	2.62e-06	0.00067	Organelle envelope
COMPARTMENTS	GOCC:0005622	29	11202	9606	CRY1,ACOT8,RIF1,NMI,RYDEN,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT1,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	CRY1,ACOT8,RIF1,NMI,C19orf66,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT1,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	8.91e-06	0.0017	Intracellular
COMPARTMENTS	GOCC:0031090	13	2219	9606	NDUFB10,NDUFC2,EXOG,TMEM11,TOR1A,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,SLC25A10	NDUFB10,NDUFC2,EXOG,TMEM11,TOR1A,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,SLC25A10	1.48e-05	0.0026	Organelle membrane
COMPARTMENTS	GOCC:0005739	9	1149	9606	NDUFB10,NDUFC2,EXOG,TMEM11,IFIT3,SLC25A12,RDH13,PNPT1,SLC25A10	NDUFB10,NDUFC2,EXOG,TMEM11,IFIT3,SLC25A12,RDH13,PNPT1,SLC25A10	5.25e-05	0.0087	Mitochondrion
COMPARTMENTS	GOCC:0110165	30	13853	9606	CRY1,ACOT8,CD82,RIF1,NMI,RYDEN,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT1,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	CRY1,ACOT8,CD82,RIF1,NMI,C19orf66,NIP7,LGALS3BP,SAMHD1,SRD5A3,NDUFB10,NDUFC2,EXOG,F2,TMEM11,OAS2,TOR1A,IFIT1,IFIT3,IFIT2,TAP2,HLA-C,DDX58,TMEM87A,IFITM1,SLC25A12,RDH13,PNPT1,CDS2,SLC25A10	0.00031	0.0481	Cellular anatomical entity
Process	GO:0034340	8	72	9606	RYDEN,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,IFITM1	C19orf66,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,IFITM1	3.94e-13	5.06e-09	Response to type i interferon
Process	GO:0060337	7	67	9606	SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,IFITM1	SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,IFITM1	2e-11	1.29e-07	Type i interferon signaling pathway
Process	GO:0051607	8	210	9606	RYDEN,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,DDX58,IFITM1	C19orf66,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,DDX58,IFITM1	1.31e-09	4.19e-06	Defense response to virus
Process	GO:0045087	10	703	9606	NMI,RYDEN,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,DDX58,IFITM1	NMI,C19orf66,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,DDX58,IFITM1	8.46e-08	0.00016	Innate immune response
Process	GO:0098542	11	900	9606	NMI,RYDEN,SAMHD1,F2,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,DDX58,IFITM1	NMI,C19orf66,SAMHD1,F2,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,DDX58,IFITM1	7.42e-08	0.00016	Defense response to other organism
Process	GO:0002252	11	969	9606	RYDEN,SAMHD1,NDUFC2,F2,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,DDX58,IFITM1	C19orf66,SAMHD1,NDUFC2,F2,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,DDX58,IFITM1	1.56e-07	0.00025	Immune effector process
Process	GO:0006952	12	1296	9606	NMI,RYDEN,LGALS3BP,SAMHD1,F2,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,DDX58,IFITM1	NMI,C19orf66,LGALS3BP,SAMHD1,F2,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,DDX58,IFITM1	3.19e-07	0.00046	Defense response
Process	GO:0006955	13	1588	9606	NMI,RYDEN,SAMHD1,NDUFC2,F2,OAS2,IFIT1,IFIT3,IFIT2,TAP2,HLA-C,DDX58,IFITM1	NMI,C19orf66,SAMHD1,NDUFC2,F2,OAS2,IFIT1,IFIT3,IFIT2,TAP2,HLA-C,DDX58,IFITM1	3.5e-07	0.00046	Immune response
Process	GO:0034097	11	1101	9606	RIF1,NMI,RYDEN,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,IFITM1,PNPT1	RIF1,NMI,C19orf66,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,IFITM1,PNPT1	5.53e-07	0.00065	Response to cytokine
Process	GO:0071345	10	1013	9606	RIF1,NMI,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,IFITM1,PNPT1	RIF1,NMI,SAMHD1,OAS2,IFIT1,IFIT3,IFIT2,HLA-C,IFITM1,PNPT1	2.33e-06	0.0021	Cellular response to cytokine stimulus
