	category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	enrichment	metric
18	Process	GO:0060337	20	67	9606	OAS3,BST2,SAMHD1,TREX1,MX2,OAS2,SP100,STAT1,IFIT1,IFIT2,HLA-E,ISG15,RSAD2,MX1,IFITM3,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,TREX1,MX2,OAS2,SP100,STAT1,IFIT1,IFIT2,HLA-E,ISG15,RSAD2,MX1,IFITM3,IFITM1,OAS1,IFI35,HLA-B,HLA-G	4.24e-36	5.45e-32	Type i interferon signaling pathway	31.26360349772336	1.266782666296033	39.604190996867985
19	Process	GO:0045087	30	703	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	4.7500000000000005e-32	1.52e-28	Innate immune response	27.818156412055227	0.42199340303271676	11.739078490419576
20	Process	GO:0098542	31	900	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	1.4899999999999998e-30	3.8200000000000005e-27	Defense response to other organism	26.417936637088292	0.32894665772782616	8.690091960835682
21	Process	GO:0009615	23	293	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,MX2,OAS2,PARP9,STAT1,GBP1,IFI44,IFI44L,IFIT1,IFIT2,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFITM1,OAS1	OAS3,BST2,SAMHD1,DTX3L,TREX1,MX2,OAS2,PARP9,STAT1,GBP1,IFI44,IFI44L,IFIT1,IFIT2,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFITM1,OAS1	1.53e-29	3.28e-26	Response to virus	25.484126156288323	0.6866876889963618	17.499635696353366
22	Process	GO:0051607	21	210	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,MX2,OAS2,PARP9,STAT1,GBP1,IFI44L,IFIT1,IFIT2,ISG15,DDX58,TRIM5,RSAD2,MX1,IFITM3,IFITM1,OAS1	OAS3,BST2,SAMHD1,DTX3L,TREX1,MX2,OAS2,PARP9,STAT1,GBP1,IFI44L,IFIT1,IFIT2,ISG15,DDX58,TRIM5,RSAD2,MX1,IFITM3,IFITM1,OAS1	6.61e-29	1.21e-25	Defense response to virus	24.91721462968355	0.7918274733328783	19.730135102715355
23	Process	GO:0051707	32	1256	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFI44,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFI44,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	9.74e-28	1.56e-24	Response to other organism	23.806875401645538	0.19798781225160694	4.713471177318397
24	Process	GO:0006955	33	1588	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,CTSS,GBP1,IFI44,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	OAS3,BST2,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,CTSS,GBP1,IFI44,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	4.83e-26	5.64e-23	Immune response	22.248720896016657	0.10949091511968835	2.4360328111473963
25	Process	GO:0044419	33	1899	9606	OAS3,BST2,SP110,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFI44,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	OAS3,BST2,SP110,SAMHD1,DTX3L,TREX1,CSF1,MX2,OAS2,SP100,PARP9,STAT1,GBP1,IFI44,IFI44L,IFIT1,IFIT2,HLA-E,ISG15,DDX58,TRIM5,RSAD2,LGALS9,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G,PARP14,C1R	1.34e-23	1.32e-20	Interspecies interaction between organisms	19.87942606879415	0.03181644847374831	0.632492735205478
26	Process	GO:0019221	24	678	9606	OAS3,BST2,SAMHD1,TREX1,CSF1,MX2,OAS2,SP100,STAT1,GBP1,IFIT1,IFIT2,HLA-E,ISG15,TRIM5,RSAD2,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	OAS3,BST2,SAMHD1,TREX1,CSF1,MX2,OAS2,SP100,STAT1,GBP1,IFIT1,IFIT2,HLA-E,ISG15,TRIM5,RSAD2,MX1,IFITM3,IFI30,IFITM1,OAS1,IFI35,HLA-B,HLA-G	5e-23	4.59e-20	Cytokine-mediated signaling pathway	19.33818731446274	0.34080902117742096	6.590628689987665
27	Process	GO:0002252	25	969	9606	OAS3,BST2,SAMHD1,DTX3L,TREX1,MX2,OAS2,PARP9,STAT1,CTSS,GBP1,IFI44L,IFIT1,IFIT2,ISG15,DDX58,TRIM5,RSAD2,MX1,IFITM3,IFITM1,OAS1,HLA-B,HLA-G,C1R	OAS3,BST2,SAMHD1,DTX3L,TREX1,MX2,OAS2,PARP9,STAT1,CTSS,GBP1,IFI44L,IFIT1,IFIT2,ISG15,DDX58,TRIM5,RSAD2,MX1,IFITM3,IFITM1,OAS1,HLA-B,HLA-G,C1R	7.82e-21	6.7e-18	Immune effector process	17.173925197299173	0.20344370495415057	3.493926970743985
